FechaEnvio,NumeroFacturaDeCargos,NumeroDePago,CargosTotales,Creditos,MontoDeEnvio,TotalDelEnvio,MontoDelDescuento,CuotasEIncentivos,MontoDePago,IdAfiliacion,Número de establecimiento que envía,SucursalQueEnvia,ConteoDeTransacciones,FechaPago,NombreSucursal,IVA,Descripcion,FechaTransaccion,NumeroDeMensualidades
2026-04-05,49,40978269," 1,194.56", 0.00," 1,194.56"," 1,194.56",( 13.14), 0.00," 1,179.32",8487957920,8487957920,,1,2026-04-09,KANISTE,( 2.10),,2026-04-06,0
2026-04-06,109,40978270, 750.22, 0.00, 750.22, 750.22,( 8.25), 0.00, 740.65,8487957953,8487957953,,1,2026-04-09,CHAMPOTON 2,( 1.32),,2026-04-06,0
2026-04-05,77,40978286," 2,420.30", 0.00," 2,420.30"," 2,420.30",( 26.62), 0.00," 2,389.42",8488075888,8488075888,,2,2026-04-09,NOVIA DEL MAR,( 4.26),,2026-04-06,0
2026-04-06,104,40978288," 1,291.45", 0.00," 1,291.45"," 1,291.45",( 14.21), 0.00," 1,274.97",8488075995,8488075995,,1,2026-04-09,CHETUMAL PLAZA,( 2.27),,2026-04-06,0
2026-04-05,220,40978289, 755.69, 0.00, 755.69, 755.69,( 8.31), 0.00, 746.05,8488076035,8488076035,,1,2026-04-09,BENITO,( 1.33),,2026-04-06,0
2026-04-06,77,40978507," 1,270.23", 0.00," 1,270.23"," 1,270.23",( 13.97), 0.00," 1,254.02",8489189027,8489189027,,1,2026-04-09,AVENIDA CENTRAL,( 2.24),,2026-04-07,0
2026-04-06,39,40978508," 1,111.29", 0.00," 1,111.29"," 1,111.29",( 12.22), 0.00," 1,097.11",8489189068,8489189068,,1,2026-04-09,SUBTENIENTE,( 1.96),,2026-04-06,0
2026-04-06,29,40978509, 973.63, 0.00, 973.63, 973.63,( 10.71), 0.00, 961.21,8489189142,8489189142,,1,2026-04-09,CASA DE JUSTICIA,( 1.71),,2026-04-06,0
2026-04-01,1424,40961234," 1,143.71", 0.00," 1,143.71"," 1,143.71",( 12.58), 0.00," 1,129.12",7464542802,7464542802,,1,2026-04-08,BOLICHE,( 2.01),,2026-04-01,0
2026-04-01,1425,40961234," 6,725.79", 0.00," 6,725.79"," 6,725.79",( 73.98), 0.00," 6,639.97",7464542802,7464542802,,6,2026-04-08,BOLICHE,( 11.84),,2026-04-01,0
2026-04-01,1426,40961234," 4,840.51", 0.00," 4,840.51"," 4,840.51",( 53.25), 0.00," 4,778.74",7464542802,7464542802,,5,2026-04-08,BOLICHE,( 8.52),,2026-04-02,0
2026-04-02,1427,40961234, 750.00, 0.00, 750.00, 750.00,( 8.25), 0.00, 740.43,7464542802,7464542802,,1,2026-04-08,BOLICHE,( 1.32),,2026-04-02,0
2026-04-02,1428,40961234," 1,905.55", 0.00," 1,905.55"," 1,905.55",( 20.96), 0.00," 1,881.24",7464542802,7464542802,,1,2026-04-08,BOLICHE,( 3.35),,2026-04-02,0
2026-04-02,1429,40961234," 2,999.97", 0.00," 2,999.97"," 2,999.97",( 33.00), 0.00," 2,961.69",7464542802,7464542802,,3,2026-04-08,BOLICHE,( 5.28),,2026-04-03,0
2026-04-03,1430,40961234, 700.00, 0.00, 700.00, 700.00,( 7.70), 0.00, 691.07,7464542802,7464542802,,1,2026-04-08,BOLICHE,( 1.23),,2026-04-03,0
2026-04-03,1431,40961234, 350.00, 0.00, 350.00, 350.00,( 3.85), 0.00, 345.53,7464542802,7464542802,,1,2026-04-08,BOLICHE,( 0.62),,2026-04-03,0
2026-04-03,1432,40961234," 3,438.82", 0.00," 3,438.82"," 3,438.82",( 37.83), 0.00," 3,394.94",7464542802,7464542802,,5,2026-04-08,BOLICHE,( 6.05),,2026-04-04,0
2026-04-04,1433,40961234," 3,120.25", 0.00," 3,120.25"," 3,120.25",( 34.32), 0.00," 3,080.44",7464542802,7464542802,,3,2026-04-08,BOLICHE,( 5.49),,2026-04-04,0
2026-04-01,95,40964104," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,7469540645,7469540645,,1,2026-04-08,CHAMPOTON MALECON,( 1.76),,2026-04-02,0
2026-04-02,96,40964104, 400.70, 0.00, 400.70, 400.70,( 4.41), 0.00, 395.58,7469540645,7469540645,,1,2026-04-08,CHAMPOTON MALECON,( 0.71),,2026-04-02,0
2026-04-03,97,40964104, 855.63, 0.00, 855.63, 855.63,( 9.41), 0.00, 844.71,7469540645,7469540645,,1,2026-04-08,CHAMPOTON MALECON,( 1.51),,2026-04-03,0
2026-04-04,98,40964104," 1,927.95", 0.00," 1,927.95"," 1,927.95",( 21.21), 0.00," 1,903.35",7469540645,7469540645,,2,2026-04-08,CHAMPOTON MALECON,( 3.39),,2026-04-04,0
2026-04-02,43,40964154, 676.88, 0.00, 676.88, 676.88,( 7.45), 0.00, 668.24,7469546899,7469546899,,1,2026-04-08,PUERTO REAL,( 1.19),,2026-04-02,0
2026-04-02,46,60962073," 1,363.73", 0.00," 1,363.73"," 1,363.73",( 15.00), 0.00," 1,346.33",8487957920,8487957920,,2,2026-04-08,KANISTE,( 2.40),,2026-04-03,0
2026-04-04,47,60962073, 600.00, 0.00, 600.00, 600.00,( 6.60), 0.00, 592.34,8487957920,8487957920,,1,2026-04-08,KANISTE,( 1.06),,2026-04-04,0
2026-04-05,48,60962073," 1,319.49", 0.00," 1,319.49"," 1,319.49",( 14.51), 0.00," 1,302.66",8487957920,8487957920,,1,2026-04-08,KANISTE,( 2.32),,2026-04-05,0
2026-04-01,104,60962074, 917.40, 0.00, 917.40, 917.40,( 10.09), 0.00, 905.70,8487957953,8487957953,,1,2026-04-08,CHAMPOTON 2,( 1.61),,2026-04-02,0
2026-04-02,105,60962074, 700.25, 0.00, 700.25, 700.25,( 7.70), 0.00, 691.32,8487957953,8487957953,,1,2026-04-08,CHAMPOTON 2,( 1.23),,2026-04-02,0
2026-04-02,106,60962074," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8487957953,8487957953,,1,2026-04-08,CHAMPOTON 2,( 1.76),,2026-04-02,0
2026-04-02,107,60962074," 2,000.00", 0.00," 2,000.00"," 2,000.00",( 22.00), 0.00," 1,974.48",8487957953,8487957953,,1,2026-04-08,CHAMPOTON 2,( 3.52),,2026-04-03,0
2026-04-03,108,60962074," 1,556.24", 0.00," 1,556.24"," 1,556.24",( 17.12), 0.00," 1,536.38",8487957953,8487957953,,1,2026-04-08,CHAMPOTON 2,( 2.74),,2026-04-03,0
2026-04-01,69,60962128," 2,015.37", 0.00," 2,015.37"," 2,015.37",( 22.17), 0.00," 1,989.65",8488075888,8488075888,,2,2026-04-08,NOVIA DEL MAR,( 3.55),,2026-04-01,0
2026-04-01,70,60962128, 719.70, 0.00, 719.70, 719.70,( 7.92), 0.00, 710.51,8488075888,8488075888,,1,2026-04-08,NOVIA DEL MAR,( 1.27),,2026-04-02,0
2026-04-02,71,60962128," 2,652.84", 0.00," 2,652.84"," 2,652.84",( 29.18), 0.00," 2,618.99",8488075888,8488075888,,2,2026-04-08,NOVIA DEL MAR,( 4.67),,2026-04-03,0
2026-04-03,72,60962128," 1,504.22", 0.00," 1,504.22"," 1,504.22",( 16.55), 0.00," 1,485.02",8488075888,8488075888,,2,2026-04-08,NOVIA DEL MAR,( 2.65),,2026-04-03,0
2026-04-03,73,60962128, 959.60, 0.00, 959.60, 959.60,( 10.56), 0.00, 947.35,8488075888,8488075888,,1,2026-04-08,NOVIA DEL MAR,( 1.69),,2026-04-04,0
2026-04-04,74,60962128," 2,956.24", 0.00," 2,956.24"," 2,956.24",( 32.52), 0.00," 2,918.52",8488075888,8488075888,,3,2026-04-08,NOVIA DEL MAR,( 5.20),,2026-04-04,0
2026-04-04,75,60962128," 1,300.47", 0.00," 1,300.47"," 1,300.47",( 14.31), 0.00," 1,283.87",8488075888,8488075888,,1,2026-04-08,NOVIA DEL MAR,( 2.29),,2026-04-05,0
2026-04-05,76,60962128," 1,282.47", 0.00," 1,282.47"," 1,282.47",( 14.11), 0.00," 1,266.10",8488075888,8488075888,,2,2026-04-08,NOVIA DEL MAR,( 2.26),,2026-04-05,0
2026-04-02,11,60962129," 4,018.25", 0.00," 4,018.25"," 4,018.25",( 44.20), 0.00," 3,966.98",8488075961,8488075961,,5,2026-04-08,ESCARGECA,( 7.07),,2026-04-02,0
2026-04-01,100,60962131," 3,822.75", 0.00," 3,822.75"," 3,822.75",( 42.05), 0.00," 3,773.97",8488075995,8488075995,,3,2026-04-08,CHETUMAL PLAZA,( 6.73),,2026-04-01,0
2026-04-01,101,60962131," 1,476.08", 0.00," 1,476.08"," 1,476.08",( 16.24), 0.00," 1,457.24",8488075995,8488075995,,1,2026-04-08,CHETUMAL PLAZA,( 2.60),,2026-04-02,0
2026-04-04,102,60962131, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8488075995,8488075995,,1,2026-04-08,CHETUMAL PLAZA,( 0.53),,2026-04-04,0
2026-04-05,103,60962131," 1,621.58", 0.00," 1,621.58"," 1,621.58",( 17.84), 0.00," 1,600.89",8488075995,8488075995,,2,2026-04-08,CHETUMAL PLAZA,( 2.85),,2026-04-05,0
2026-04-01,216,60962132, 722.75, 0.00, 722.75, 722.75,( 7.95), 0.00, 713.53,8488076035,8488076035,,1,2026-04-08,BENITO,( 1.27),,2026-04-01,0
2026-04-01,217,60962132," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8488076035,8488076035,,1,2026-04-08,BENITO,( 1.76),,2026-04-02,0
2026-04-03,218,60962132," 1,679.41", 0.00," 1,679.41"," 1,679.41",( 18.47), 0.00," 1,657.98",8488076035,8488076035,,1,2026-04-08,BENITO,( 2.96),,2026-04-03,0
2026-04-04,219,60962132, 270.00, 0.00, 270.00, 270.00,( 2.97), 0.00, 266.55,8488076035,8488076035,,1,2026-04-08,BENITO,( 0.48),,2026-04-05,0
2026-04-02,75,60962552," 1,762.69", 0.00," 1,762.69"," 1,762.69",( 19.39), 0.00," 1,740.20",8489189027,8489189027,,2,2026-04-08,AVENIDA CENTRAL,( 3.10),,2026-04-02,0
2026-04-04,76,60962552, 239.90, 0.00, 239.90, 239.90,( 2.64), 0.00, 236.84,8489189027,8489189027,,1,2026-04-08,AVENIDA CENTRAL,( 0.42),,2026-04-04,0
2026-04-01,36,60962553," 5,483.01", 0.00," 5,483.01"," 5,483.01",( 60.31), 0.00," 5,413.05",8489189068,8489189068,,6,2026-04-08,SUBTENIENTE,( 9.65),,2026-04-02,0
2026-04-02,37,60962553," 3,000.00", 0.00," 3,000.00"," 3,000.00",( 33.00), 0.00," 2,961.72",8489189068,8489189068,,4,2026-04-08,SUBTENIENTE,( 5.28),,2026-04-03,0
2026-04-03,38,60962553, 821.73, 0.00, 821.73, 821.73,( 9.04), 0.00, 811.24,8489189068,8489189068,,1,2026-04-08,SUBTENIENTE,( 1.45),,2026-04-04,0
2026-04-01,27,60962554, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8489189142,8489189142,,1,2026-04-08,CASA DE JUSTICIA,( 0.88),,2026-04-02,0
2026-04-03,28,60962554, 807.92, 0.00, 807.92, 807.92,( 8.89), 0.00, 797.61,8489189142,8489189142,,1,2026-04-08,CASA DE JUSTICIA,( 1.42),,2026-04-03,0
2026-04-04,14,60962613," 1,129.56", 0.00," 1,129.56"," 1,129.56",( 12.43), 0.00," 1,115.14",8489278630,8489278630,,2,2026-04-08,HOPELCHEN,( 1.99),,2026-04-04,0
2026-04-02,131,60962614," 1,837.02", 0.00," 1,837.02"," 1,837.02",( 20.21), 0.00," 1,813.58",8489278671,8489278671,,3,2026-04-08,KIN HA,( 3.23),,2026-04-03,0
2026-04-03,132,60962614, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8489278671,8489278671,,1,2026-04-08,KIN HA,( 0.88),,2026-04-03,0
2026-04-01,348,60962615," 1,805.14", 0.00," 1,805.14"," 1,805.14",( 19.86), 0.00," 1,782.10",8489278820,8489278820,,1,2026-04-08,FRONTERA,( 3.18),,2026-04-02,0
2026-04-02,349,60962615," 3,400.44", 0.00," 3,400.44"," 3,400.44",( 37.40), 0.00," 3,357.06",8489278820,8489278820,,2,2026-04-08,FRONTERA,( 5.98),,2026-04-02,0
2026-04-02,350,60962615," 3,030.59", 0.00," 3,030.59"," 3,030.59",( 33.34), 0.00," 2,991.92",8489278820,8489278820,,2,2026-04-08,FRONTERA,( 5.33),,2026-04-03,0
2026-04-03,351,60962615, 70.00, 0.00, 70.00, 70.00,( 0.77), 0.00, 69.11,8489278820,8489278820,,1,2026-04-08,FRONTERA,( 0.12),,2026-04-04,0
2026-04-05,352,60962615, 479.80, 0.00, 479.80, 479.80,( 5.28), 0.00, 473.68,8489278820,8489278820,,1,2026-04-08,FRONTERA,( 0.84),,2026-04-05,0
